"Nav_DropDownItem_Persons": "Search person"	###	"Nav_DropDownItem_Persons": "Sökperson"	###	"Nav_DropDownItem_Persons": "Søkeperson"	###	"Nav_DropDownItem_Persons": "Hakuhenkilö"	###	"Nav_DropDownItem_Persons": "Søg person"	###	"Nav_DropDownItem_Persons": "Persona de búsqueda"	###	"Nav_DropDownItem_Persons": "Pessoa de pesquisa"	###@@@###
"Label_Button_Edit": "Edit"	###	"Label_Button_Edit": "Redigera"	###	"Label_Button_Edit": "Redigere"	###	"Label_Button_Edit": "Muokata"	###	"Label_Button_Edit": "Redigere"	###	"Label_Button_Edit": "Editar"	###	"Label_Button_Edit": "Editar"	###@@@###
"Label_Button_Create": "Create"	###	"Label_Button_Create": "Skapa"	###	"Label_Button_Create": "Skape"	###	"Label_Button_Create": "Luoda"	###	"Label_Button_Create": "Skab"	###	"Label_Button_Create": "Crear"	###	"Label_Button_Create": "Criar"	###@@@###
"Label_Button_Save": "Save"	###	"Label_Button_Save": "Spara"	###	"Label_Button_Save": "Lagre"	###	"Label_Button_Save": "Tallentaa"	###	"Label_Button_Save": "Gemme"	###	"Label_Button_Save": "Ahorrar"	###	"Label_Button_Save": "Salvar"	###@@@###
"Label_Button_Delete": "Delete"	###	"Label_Button_Delete": "Radera"	###	"Label_Button_Delete": "Slett"	###	"Label_Button_Delete": "Poistaa"	###	"Label_Button_Delete": "Slet"	###	"Label_Button_Delete": "Borrar"	###	"Label_Button_Delete": "Excluir"	###@@@###
"Label_Button_Update": "Update"	###	"Label_Button_Update": "Uppdatering"	###	"Label_Button_Update": "Oppdater"	###	"Label_Button_Update": "Päivittää"	###	"Label_Button_Update": "Opdatering"	###	"Label_Button_Update": "Actualizar"	###	"Label_Button_Update": "Atualizar"	###@@@###
"Label_Button_Cancel": "Cancel"	###	"Label_Button_Cancel": "Annullera"	###	"Label_Button_Cancel": "Avbryt"	###	"Label_Button_Cancel": "Peruuttaa"	###	"Label_Button_Cancel": "Afbestille"	###	"Label_Button_Cancel": "Cancelar"	###	"Label_Button_Cancel": "Cancelar"	###@@@###
"Label_Autoupdate": "Live update"	###	"Label_Autoupdate": "Direktuppdatering"	###	"Label_Autoupdate": "Live oppdatering"	###	"Label_Autoupdate": "Live päivitys"	###	"Label_Autoupdate": "Live opdatering"	###	"Label_Autoupdate": "Actualización en vivo"	###	"Label_Autoupdate": "Atualização ao vivo"	###@@@###
"Label_Button_Add": "Add"	###	"Label_Button_Add": "Lägg till"	###	"Label_Button_Add": "Legg til"	###	"Label_Button_Add": "Lisätä"	###	"Label_Button_Add": "Tilføje"	###	"Label_Button_Add": "Agregar"	###	"Label_Button_Add": "Adicionar"	###@@@###
"Label_Button_Remove": "Remove"	###	"Label_Button_Remove": "Avlägsna"	###	"Label_Button_Remove": "Fjerne"	###	"Label_Button_Remove": "Poista"	###	"Label_Button_Remove": "Fjerne"	###	"Label_Button_Remove": "Eliminar"	###	"Label_Button_Remove": "Remover"	###@@@###
"Label_Ordercard_Personnames": "Names"	###	"Label_Ordercard_Personnames": "Namn"	###	"Label_Ordercard_Personnames": "Navn"	###	"Label_Ordercard_Personnames": "Nimeä"	###	"Label_Ordercard_Personnames": "Navne"	###	"Label_Ordercard_Personnames": "Nombres"	###	"Label_Ordercard_Personnames": "Nomes"	###@@@###
"Label_Ordercard_Personssn": "SSN"	###	"Label_Ordercard_Personssn": "Ssn"	###	"Label_Ordercard_Personssn": "SSN"	###	"Label_Ordercard_Personssn": "SSN"	###	"Label_Ordercard_Personssn": "SSN"	###	"Label_Ordercard_Personssn": "Ssn"	###	"Label_Ordercard_Personssn": "Ssn"	###@@@###
"Entity_Label_Field_description": "About this order"	###	"Entity_Label_Field_description": "Om denna beställning"	###	"Entity_Label_Field_description": "Om denne ordren"	###	"Entity_Label_Field_description": "Tästä järjestyksestä"	###	"Entity_Label_Field_description": "Om denne ordre"	###	"Entity_Label_Field_description": "Sobre este orden"	###	"Entity_Label_Field_description": "Sobre este pedido"	###@@@###
"Label_Button_UpdateOrderState": "Update order state"	###	"Label_Button_UpdateOrderState": "Uppdateringsorder"	###	"Label_Button_UpdateOrderState": "Oppdateringsordrestat"	###	"Label_Button_UpdateOrderState": "Päivitä tilaustila"	###	"Label_Button_UpdateOrderState": "Opdater ordretilstand"	###	"Label_Button_UpdateOrderState": "Actualizar el estado del pedido"	###	"Label_Button_UpdateOrderState": "Atualizar o estado do pedido"	###@@@###
"Label_Button_CancelOrder": "Cancel order"	###	"Label_Button_CancelOrder": "Avbryt beställning"	###	"Label_Button_CancelOrder": "Avbryt bestillingen"	###	"Label_Button_CancelOrder": "Peruuta tilaus"	###	"Label_Button_CancelOrder": "Aflys ordre"	###	"Label_Button_CancelOrder": "Cancelar orden"	###	"Label_Button_CancelOrder": "Cancelar pedido"	###@@@###
"Entity_Label_Field_deactivationdate": "Deactivation date"	###	"Entity_Label_Field_deactivationdate": "Deaktiveringsdatum"	###	"Entity_Label_Field_deactivationdate": "Deaktiveringsdato"	###	"Entity_Label_Field_deactivationdate": "Deaktivointipäivä"	###	"Entity_Label_Field_deactivationdate": "Deaktiveringsdato"	###	"Entity_Label_Field_deactivationdate": "Fecha de desactivación"	###	"Entity_Label_Field_deactivationdate": "Data de desativação"	###@@@###
"Entity_Label_Field_is_deceased": "Deceased"	###	"Entity_Label_Field_is_deceased": "Den avlidne"	###	"Entity_Label_Field_is_deceased": "Avdød"	###	"Entity_Label_Field_is_deceased": "Kuollut"	###	"Entity_Label_Field_is_deceased": "Afdød"	###	"Entity_Label_Field_is_deceased": "Fallecido"	###	"Entity_Label_Field_is_deceased": "Morto"	###@@@###
"Entity_Label_Field_deceased_date": "Deceased date"	###	"Entity_Label_Field_deceased_date": "Avliden datum"	###	"Entity_Label_Field_deceased_date": "Avdøde dato"	###	"Entity_Label_Field_deceased_date": "Kuollut päivämäärä"	###	"Entity_Label_Field_deceased_date": "Afdød dato"	###	"Entity_Label_Field_deceased_date": "Fecha fallecida"	###	"Entity_Label_Field_deceased_date": "Data falecida"	###@@@###
"Entity_Label_Field_name_type_remove_item": "Remove name item?"	###	"Entity_Label_Field_name_type_remove_item": "Ta bort namnet?"	###	"Entity_Label_Field_name_type_remove_item": "Fjern navnelementet?"	###	"Entity_Label_Field_name_type_remove_item": "Poista nimikohde?"	###	"Entity_Label_Field_name_type_remove_item": "Fjern navnelementet?"	###	"Entity_Label_Field_name_type_remove_item": "Eliminar el elemento de nombre?"	###	"Entity_Label_Field_name_type_remove_item": "Remover o item de nome?"	###@@@###
"Entity_Label_Field_remove_item_text": "Do you really want to remove this item?"	###	"Entity_Label_Field_remove_item_text": "Vill du verkligen ta bort det här objektet?"	###	"Entity_Label_Field_remove_item_text": "Vil du virkelig fjerne denne varen?"	###	"Entity_Label_Field_remove_item_text": "Haluatko todella poistaa tämän kohteen?"	###	"Entity_Label_Field_remove_item_text": "Vil du virkelig fjerne denne vare?"	###	"Entity_Label_Field_remove_item_text": "¿Realmente quieres eliminar este artículo?"	###	"Entity_Label_Field_remove_item_text": "Você realmente deseja remover este item?"	###@@@###
"Label_Ordercard_PersonSSN": "Person SSN numbers"	###	"Label_Ordercard_PersonSSN": "Person SSN -nummer"	###	"Label_Ordercard_PersonSSN": "Person SSN -tall"	###	"Label_Ordercard_PersonSSN": "Henkilö SSN -numerot"	###	"Label_Ordercard_PersonSSN": "Person SSN -numre"	###	"Label_Ordercard_PersonSSN": "Números de persona SSN"	###	"Label_Ordercard_PersonSSN": "Pessoa SSN números"	###@@@###
"Entity_Label_Field_ssn_remove_item": "Remove SSN item?"	###	"Entity_Label_Field_ssn_remove_item": "Ta bort SSN -objektet?"	###	"Entity_Label_Field_ssn_remove_item": "Fjern SSN -varen?"	###	"Entity_Label_Field_ssn_remove_item": "Poista SSN -kohde?"	###	"Entity_Label_Field_ssn_remove_item": "Fjern SSN -varen?"	###	"Entity_Label_Field_ssn_remove_item": "Eliminar el artículo SSN?"	###	"Entity_Label_Field_ssn_remove_item": "Remover item SSN?"	###@@@###
"Entity_Label_Field_pepcountry": "PEP Country"	###	"Entity_Label_Field_pepcountry": "Pepland"	###	"Entity_Label_Field_pepcountry": "Pep land"	###	"Entity_Label_Field_pepcountry": "Pep -maa"	###	"Entity_Label_Field_pepcountry": "Pep land"	###	"Entity_Label_Field_pepcountry": "Pep Country"	###	"Entity_Label_Field_pepcountry": "País pep"	###@@@###
"Entity_Label_FieldCountryOfJurisdiction_Denmark": "Denmark"	###	"Entity_Label_FieldCountryOfJurisdiction_Denmark": "Danmark"	###	"Entity_Label_FieldCountryOfJurisdiction_Denmark": "Danmark"	###	"Entity_Label_FieldCountryOfJurisdiction_Denmark": "Tanska"	###	"Entity_Label_FieldCountryOfJurisdiction_Denmark": "Danmark"	###	"Entity_Label_FieldCountryOfJurisdiction_Denmark": "Dinamarca"	###	"Entity_Label_FieldCountryOfJurisdiction_Denmark": "Dinamarca"	###@@@###
"Entity_Label_FieldCountryOfJurisdiction_Sweden": "Sweden"	###	"Entity_Label_FieldCountryOfJurisdiction_Sweden": "Sverige"	###	"Entity_Label_FieldCountryOfJurisdiction_Sweden": "Sverige"	###	"Entity_Label_FieldCountryOfJurisdiction_Sweden": "Ruotsi"	###	"Entity_Label_FieldCountryOfJurisdiction_Sweden": "Sverige"	###	"Entity_Label_FieldCountryOfJurisdiction_Sweden": "Suecia"	###	"Entity_Label_FieldCountryOfJurisdiction_Sweden": "Suécia"	###@@@###
"Entity_Label_FieldCountryOfJurisdiction_Norway": "Norway"	###	"Entity_Label_FieldCountryOfJurisdiction_Norway": "Norge"	###	"Entity_Label_FieldCountryOfJurisdiction_Norway": "Norge"	###	"Entity_Label_FieldCountryOfJurisdiction_Norway": "Norja"	###	"Entity_Label_FieldCountryOfJurisdiction_Norway": "Norge"	###	"Entity_Label_FieldCountryOfJurisdiction_Norway": "Noruega"	###	"Entity_Label_FieldCountryOfJurisdiction_Norway": "Noruega"	###@@@###
"Entity_Label_FieldCountryOfJurisdiction_Finland": "Finland"	###	"Entity_Label_FieldCountryOfJurisdiction_Finland": "Finland"	###	"Entity_Label_FieldCountryOfJurisdiction_Finland": "Finland"	###	"Entity_Label_FieldCountryOfJurisdiction_Finland": "Suomi"	###	"Entity_Label_FieldCountryOfJurisdiction_Finland": "Finland"	###	"Entity_Label_FieldCountryOfJurisdiction_Finland": "Finlandia"	###	"Entity_Label_FieldCountryOfJurisdiction_Finland": "Finlândia"	###@@@###
"Entity_Label_Field_is_active_role": "Is active role"	###	"Entity_Label_Field_is_active_role": "Är aktiv roll"	###	"Entity_Label_Field_is_active_role": "Er aktiv rolle"	###	"Entity_Label_Field_is_active_role": "On aktiivinen rooli"	###	"Entity_Label_Field_is_active_role": "Er aktiv rolle"	###	"Entity_Label_Field_is_active_role": "Es un papel activo"	###	"Entity_Label_Field_is_active_role": "É um papel ativo"	###@@@###
"Label_Button_NewRole": "Add a new role"	###	"Label_Button_NewRole": "Lägg till en ny roll"	###	"Label_Button_NewRole": "Legg til en ny rolle"	###	"Label_Button_NewRole": "Lisää uusi rooli"	###	"Label_Button_NewRole": "Tilføj en ny rolle"	###	"Label_Button_NewRole": "Agregar un nuevo rol"	###	"Label_Button_NewRole": "Adicione um novo papel"	###@@@###
"Label_Button_RemoveRole": "Delete"	###	"Label_Button_RemoveRole": "Radera"	###	"Label_Button_RemoveRole": "Slett"	###	"Label_Button_RemoveRole": "Poistaa"	###	"Label_Button_RemoveRole": "Slet"	###	"Label_Button_RemoveRole": "Borrar"	###	"Label_Button_RemoveRole": "Excluir"	###@@@###
"Entity_Label_Item_id": "Id"	###	"Entity_Label_Item_id": "Id"	###	"Entity_Label_Item_id": "Id"	###	"Entity_Label_Item_id": "Henkilöllisyystodistus"	###	"Entity_Label_Item_id": "Id"	###	"Entity_Label_Item_id": "Identificación"	###	"Entity_Label_Item_id": "Eu ia"	###@@@###
"Entity_Label_Field_Role_remove_item": "Remove role from order?"	###	"Entity_Label_Field_Role_remove_item": "Ta bort rollen från ordning?"	###	"Entity_Label_Field_Role_remove_item": "Fjerne rolle fra orden?"	###	"Entity_Label_Field_Role_remove_item": "Poista rooli tilauksesta?"	###	"Entity_Label_Field_Role_remove_item": "Fjerne rolle fra orden?"	###	"Entity_Label_Field_Role_remove_item": "Eliminar el papel del orden?"	###	"Entity_Label_Field_Role_remove_item": "Remover a função do pedido?"	###@@@###
"Label_Button_NewRelation": "Add new releation"	###	"Label_Button_NewRelation": "Lägg till ny relation"	###	"Label_Button_NewRelation": "Legg til ny relasjon"	###	"Label_Button_NewRelation": "Lisää uusi tulos"	###	"Label_Button_NewRelation": "Tilføj ny relation"	###	"Label_Button_NewRelation": "Agregar nueva releato"	###	"Label_Button_NewRelation": "Adicione nova Relação"	###@@@###
"Entity_Label_Field_Relation_remove_item": "Remove relation from order?"	###	"Entity_Label_Field_Relation_remove_item": "Ta bort relationen från ordning?"	###	"Entity_Label_Field_Relation_remove_item": "Fjerne forholdet fra orden?"	###	"Entity_Label_Field_Relation_remove_item": "Poista suhde tilauksesta?"	###	"Entity_Label_Field_Relation_remove_item": "Fjerne forholdet fra rækkefølge?"	###	"Entity_Label_Field_Relation_remove_item": "Eliminar la relación del orden?"	###	"Entity_Label_Field_Relation_remove_item": "Remover a relação da ordem?"	###@@@###
"Label_Button_RemoveRelation": "Remove relation"	###	"Label_Button_RemoveRelation": "Ta bort relationen"	###	"Label_Button_RemoveRelation": "Fjern forholdet"	###	"Label_Button_RemoveRelation": "Poista suhde"	###	"Label_Button_RemoveRelation": "Fjern forholdet"	###	"Label_Button_RemoveRelation": "Eliminar la relación"	###	"Label_Button_RemoveRelation": "Remova a relação"	###@@@###
"Label_Ordercard_Relations": "Relationship"	###	"Label_Ordercard_Relations": "Relation"	###	"Label_Ordercard_Relations": "Forhold"	###	"Label_Ordercard_Relations": "Suhteet"	###	"Label_Ordercard_Relations": "Forhold"	###	"Label_Ordercard_Relations": "Relación"	###	"Label_Ordercard_Relations": "Relação"	###@@@###
"Entity_Label_Field_relation": "Relationship type"	###	"Entity_Label_Field_relation": "Relationstyp"	###	"Entity_Label_Field_relation": "Forholdstype"	###	"Entity_Label_Field_relation": "Suhdetyyppi"	###	"Entity_Label_Field_relation": "Forholdstype"	###	"Entity_Label_Field_relation": "Tipo de relación"	###	"Entity_Label_Field_relation": "Tipo de relacionamento"	###@@@###
"Entity_Label_Field_Category": "Role category"	###	"Entity_Label_Field_Category": "Rollkategori"	###	"Entity_Label_Field_Category": "Rollekategori"	###	"Entity_Label_Field_Category": "Rooliryhmä"	###	"Entity_Label_Field_Category": "Rollekategori"	###	"Entity_Label_Field_Category": "Categoría de roles"	###	"Entity_Label_Field_Category": "Categoria de função"	###@@@###
"Entity_Label_Role_description_type": "Role description type"	###	"Entity_Label_Role_description_type": "Rollbeskrivning Typ"	###	"Entity_Label_Role_description_type": "Rollebeskrivelse Type"	###	"Entity_Label_Role_description_type": "Roolikuvaus tyyppi"	###	"Entity_Label_Role_description_type": "Rollebeskrivelse Type"	###	"Entity_Label_Role_description_type": "Tipo de descripción de rol"	###	"Entity_Label_Role_description_type": "Tipo de descrição de função"	###@@@###
"Entity_Label_Search": "Search"	###	"Entity_Label_Search": "Sök"	###	"Entity_Label_Search": "Søk"	###	"Entity_Label_Search": "Hae"	###	"Entity_Label_Search": "Søg"	###	"Entity_Label_Search": "Buscar"	###	"Entity_Label_Search": "Procurar"	###@@@###
"Label_Orders_Search": "Search person or order"	###	"Label_Orders_Search": "Sökperson eller beställning"	###	"Label_Orders_Search": "Søkeperson eller bestill"	###	"Label_Orders_Search": "Hakuhenkilö tai tilaus"	###	"Label_Orders_Search": "Søg person eller ordre"	###	"Label_Orders_Search": "Persona de búsqueda u orden"	###	"Label_Orders_Search": "Pessoa ou pedido de pesquisa"	###@@@###
"Table_OrderList_Column_Name": "Order id"	###	"Table_OrderList_Column_Name": "Beställnings -ID"	###	"Table_OrderList_Column_Name": "Bestillings ID"	###	"Table_OrderList_Column_Name": "Tilausnumero"	###	"Table_OrderList_Column_Name": "Ordre ID"	###	"Table_OrderList_Column_Name": "Solicitar ID"	###	"Table_OrderList_Column_Name": "ID do pedido"	###@@@###
"Table_OrderList_Column_Status": "Status"	###	"Table_OrderList_Column_Status": "Status"	###	"Table_OrderList_Column_Status": "Status"	###	"Table_OrderList_Column_Status": "Tila"	###	"Table_OrderList_Column_Status": "Status"	###	"Table_OrderList_Column_Status": "Estado"	###	"Table_OrderList_Column_Status": "Status"	###@@@###
"Table_OrderList_Column_OrderType": "Type"	###	"Table_OrderList_Column_OrderType": "Typ"	###	"Table_OrderList_Column_OrderType": "Type"	###	"Table_OrderList_Column_OrderType": "Tyyppi"	###	"Table_OrderList_Column_OrderType": "Type"	###	"Table_OrderList_Column_OrderType": "Tipo"	###	"Table_OrderList_Column_OrderType": "Tipo"	###@@@###
"Table_OrderList_Column_ModifiedBy": "Changed"	###	"Table_OrderList_Column_ModifiedBy": "Ändrats"	###	"Table_OrderList_Column_ModifiedBy": "Endret"	###	"Table_OrderList_Column_ModifiedBy": "Muuttunut"	###	"Table_OrderList_Column_ModifiedBy": "Ændret"	###	"Table_OrderList_Column_ModifiedBy": "Cambió"	###	"Table_OrderList_Column_ModifiedBy": "Mudado"	###@@@###
"Entity_Label_Person_Card": "Person data"	###	"Entity_Label_Person_Card": "Persondata"	###	"Entity_Label_Person_Card": "Persondata"	###	"Entity_Label_Person_Card": "Henkilötiedot"	###	"Entity_Label_Person_Card": "Persondata"	###	"Entity_Label_Person_Card": "Datos de la persona"	###	"Entity_Label_Person_Card": "Dados da pessoa"	###@@@###
"Entity_Label_Personid": "Person ID Classic"	###	"Entity_Label_Personid": "Person id klassiker"	###	"Entity_Label_Personid": "Person ID Classic"	###	"Entity_Label_Personid": "Henkilötunnusklassikko"	###	"Entity_Label_Personid": "Person ID Classic"	###	"Entity_Label_Personid": "Persona ID Classic"	###	"Entity_Label_Personid": "Pessoa ID Classic"	###@@@###
"Label_OpenOrderListItem_Languages": "Select language"	###	"Label_OpenOrderListItem_Languages": "Välj språk"	###	"Label_OpenOrderListItem_Languages": "Velg språk"	###	"Label_OpenOrderListItem_Languages": "Valitse kieli"	###	"Label_OpenOrderListItem_Languages": "Vælg sprog"	###	"Label_OpenOrderListItem_Languages": "Seleccione el idioma"	###	"Label_OpenOrderListItem_Languages": "Selecione o idioma"	###@@@###
"Label_Button_ChangeData": "Change data"	###	"Label_Button_ChangeData": "Ändra data"	###	"Label_Button_ChangeData": "Endre data"	###	"Label_Button_ChangeData": "Muuttaa tietoja"	###	"Label_Button_ChangeData": "Skift data"	###	"Label_Button_ChangeData": "Cambiar datos"	###	"Label_Button_ChangeData": "Alterar dados"	###@@@###
"Label_Ordercard_PersonOrders": "Order for person"	###	"Label_Ordercard_PersonOrders": "Personbeställning"	###	"Label_Ordercard_PersonOrders": "Bestill for person"	###	"Label_Ordercard_PersonOrders": "Henkilö"	###	"Label_Ordercard_PersonOrders": "Ordre til person"	###	"Label_Ordercard_PersonOrders": "Pedido de persona"	###	"Label_Ordercard_PersonOrders": "Ordem para pessoa"	###@@@###
"Label_Button_Create_Order": "Create order"	###	"Label_Button_Create_Order": "Skapa beställning"	###	"Label_Button_Create_Order": "Lag ordre"	###	"Label_Button_Create_Order": "Luoda tilaus"	###	"Label_Button_Create_Order": "Opret ordre"	###	"Label_Button_Create_Order": "Crear orden"	###	"Label_Button_Create_Order": "Criar ordem"	###@@@###
"Label_Person_Save_Order": "Plese enter a comment for the order and press Save"	###	"Label_Person_Save_Order": "Plese ange en kommentar för beställningen och tryck spara"	###	"Label_Person_Save_Order": "Plese angi en kommentar for bestillingen og trykk lagre"	###	"Label_Person_Save_Order": "Kirjoita kommentti tilauksesta ja paina Tallenna"	###	"Label_Person_Save_Order": "Indtast en kommentar til ordren og tryk på gem"	###	"Label_Person_Save_Order": "Por favor ingrese un comentario para el pedido y presione Guardar"	###	"Label_Person_Save_Order": "Por favor, insira um comentário para o pedido e pressione salvar"	###@@@###
"TIMEAGO_INIT_STRING": "For"	###	"TIMEAGO_INIT_STRING": "För"	###	"TIMEAGO_INIT_STRING": "Til"	###	"TIMEAGO_INIT_STRING": "Puolesta"	###	"TIMEAGO_INIT_STRING": "Til"	###	"TIMEAGO_INIT_STRING": "Para"	###	"TIMEAGO_INIT_STRING": "Para"	###@@@###
"Entity_Create_Order": "Create Order"	###	"Entity_Create_Order": "Skapa beställning"	###	"Entity_Create_Order": "Lag ordre"	###	"Entity_Create_Order": "Luoda tilaus"	###	"Entity_Create_Order": "Opret ordre"	###	"Entity_Create_Order": "Crear orden"	###	"Entity_Create_Order": "Criar ordem"	###@@@###
"Table_searchpersonList_Column_ID": "ID"	###	"Table_searchpersonList_Column_ID": "Id"	###	"Table_searchpersonList_Column_ID": "Id"	###	"Table_searchpersonList_Column_ID": "Henkilöllisyystodistus"	###	"Table_searchpersonList_Column_ID": "Id"	###	"Table_searchpersonList_Column_ID": "IDENTIFICACIÓN"	###	"Table_searchpersonList_Column_ID": "EU IA"	###@@@###
"Table_searchpersonList_Column_FirstName": "First name"	###	"Table_searchpersonList_Column_FirstName": "Förnamn"	###	"Table_searchpersonList_Column_FirstName": "Fornavn"	###	"Table_searchpersonList_Column_FirstName": "Etunimi"	###	"Table_searchpersonList_Column_FirstName": "Fornavn"	###	"Table_searchpersonList_Column_FirstName": "Nombre de pila"	###	"Table_searchpersonList_Column_FirstName": "Primeiro nome"	###@@@###
"Table_searchpersonList_Column_LastName": "Last name"	###	"Table_searchpersonList_Column_LastName": "Efternamn"	###	"Table_searchpersonList_Column_LastName": "Etternavn"	###	"Table_searchpersonList_Column_LastName": "Sukunimi"	###	"Table_searchpersonList_Column_LastName": "Efternavn"	###	"Table_searchpersonList_Column_LastName": "Apellido"	###	"Table_searchpersonList_Column_LastName": "Sobrenome"	###@@@###
"Table_searchpersonList_Column_PEPRCA": "PEP / RCA"	###	"Table_searchpersonList_Column_PEPRCA": "Pep / rca"	###	"Table_searchpersonList_Column_PEPRCA": "Pep / rca"	###	"Table_searchpersonList_Column_PEPRCA": "PEP / RCA"	###	"Table_searchpersonList_Column_PEPRCA": "PEP / RCA"	###	"Table_searchpersonList_Column_PEPRCA": "PEP / RCA"	###	"Table_searchpersonList_Column_PEPRCA": "PEP / RCA"	###@@@###
"Table_searchpersonList_Column_Country": "Country"	###	"Table_searchpersonList_Column_Country": "Land"	###	"Table_searchpersonList_Column_Country": "Land"	###	"Table_searchpersonList_Column_Country": "Maa"	###	"Table_searchpersonList_Column_Country": "Land"	###	"Table_searchpersonList_Column_Country": "País"	###	"Table_searchpersonList_Column_Country": "País"	###@@@###
"Table_searchpersonList_Column_Role": "Detailed role"	###	"Table_searchpersonList_Column_Role": "Detaljerad roll"	###	"Table_searchpersonList_Column_Role": "Detaljert rolle"	###	"Table_searchpersonList_Column_Role": "Yksityiskohtainen rooli"	###	"Table_searchpersonList_Column_Role": "Detaljeret rolle"	###	"Table_searchpersonList_Column_Role": "Papel detallado"	###	"Table_searchpersonList_Column_Role": "Papel detalhado"	###@@@###
"Table_searchpersonList_Column_Relation": "Relation"	###	"Table_searchpersonList_Column_Relation": "Relation"	###	"Table_searchpersonList_Column_Relation": "Forhold"	###	"Table_searchpersonList_Column_Relation": "Suhde"	###	"Table_searchpersonList_Column_Relation": "Relation"	###	"Table_searchpersonList_Column_Relation": "Relación"	###	"Table_searchpersonList_Column_Relation": "Relação"	###@@@###
"Table_searchpersonList_Column_Organisation": "Organisation"	###	"Table_searchpersonList_Column_Organisation": "Organisation"	###	"Table_searchpersonList_Column_Organisation": "Organisasjon"	###	"Table_searchpersonList_Column_Organisation": "Organisaatio"	###	"Table_searchpersonList_Column_Organisation": "Organisation"	###	"Table_searchpersonList_Column_Organisation": "Organización"	###	"Table_searchpersonList_Column_Organisation": "Organização"	###@@@###
"RelationshipWithPersonIs": "To"	###	"RelationshipWithPersonIs": "Till"	###	"RelationshipWithPersonIs": "Til"	###	"RelationshipWithPersonIs": "-lla"	###	"RelationshipWithPersonIs": "Til"	###	"RelationshipWithPersonIs": "A"	###	"RelationshipWithPersonIs": "Para"	###@@@###
"Label_searchpersons_Search": "Enter value and press enter"	###	"Label_searchpersons_Search": "Ange värde och tryck på Enter"	###	"Label_searchpersons_Search": "Angi verdi og trykk Enter"	###	"Label_searchpersons_Search": "Kirjoita arvo ja paina Enter"	###	"Label_searchpersons_Search": "Indtast værdi og tryk på Enter"	###	"Label_searchpersons_Search": "Ingrese el valor y presione Entrar"	###	"Label_searchpersons_Search": "Digite o valor e pressione Enter"	###@@@###
"Label_PersonView": "Person view"	###	"Label_PersonView": "Personvy"	###	"Label_PersonView": "Personens syn"	###	"Label_PersonView": "Henkilönäkymä"	###	"Label_PersonView": "Personvisning"	###	"Label_PersonView": "Vista de persona"	###	"Label_PersonView": "Visualização da pessoa"	###@@@###
"Label_RoleView": "Role view"	###	"Label_RoleView": "Rollvy"	###	"Label_RoleView": "Rollvisning"	###	"Label_RoleView": "Näkymä"	###	"Label_RoleView": "Rollevisning"	###	"Label_RoleView": "Vista de roles"	###	"Label_RoleView": "Visualização de função"	###@@@###
"RelationshipWithPersonIsDaughterInLaw": "Daughter-in-law to"	###	"RelationshipWithPersonIsDaughterInLaw": "Svärdotter till"	###	"RelationshipWithPersonIsDaughterInLaw": "Svigerdatter til"	###	"RelationshipWithPersonIsDaughterInLaw": "Tytär"	###	"RelationshipWithPersonIsDaughterInLaw": "Svigerdatter til"	###	"RelationshipWithPersonIsDaughterInLaw": "Nuera a"	###	"RelationshipWithPersonIsDaughterInLaw": "Nora para"	###@@@###
"RelationshipWithPersonIsSonInLaw": "Son-in-law to"	###	"RelationshipWithPersonIsSonInLaw": "Svärson till"	###	"RelationshipWithPersonIsSonInLaw": "Svigersønn til"	###	"RelationshipWithPersonIsSonInLaw": "Poika"	###	"RelationshipWithPersonIsSonInLaw": "Svigersøn til"	###	"RelationshipWithPersonIsSonInLaw": "Yerno a"	###	"RelationshipWithPersonIsSonInLaw": "Genro para"	###@@@###
"RelationshipWithPersonIsDoughter": "Doughter to"	###	"RelationshipWithPersonIsDoughter": "Degare till"	###	"RelationshipWithPersonIsDoughter": "Doughter til"	###	"RelationshipWithPersonIsDoughter": "Tyrmätä jhk"	###	"RelationshipWithPersonIsDoughter": "Doughter til"	###	"RelationshipWithPersonIsDoughter": "Pasado para"	###	"RelationshipWithPersonIsDoughter": "Doughter para"	###@@@###
"RelationshipWithPersonIsSon": "Son to"	###	"RelationshipWithPersonIsSon": "Son till"	###	"RelationshipWithPersonIsSon": "Sønn til"	###	"RelationshipWithPersonIsSon": "Poika"	###	"RelationshipWithPersonIsSon": "Søn til"	###	"RelationshipWithPersonIsSon": "Hijo a"	###	"RelationshipWithPersonIsSon": "Filho para"	###@@@###
"RelationshipWithPersonIsMotherInLaw": "Mother-in-law to"	###	"RelationshipWithPersonIsMotherInLaw": "Svärmor till"	###	"RelationshipWithPersonIsMotherInLaw": "Svigermor til"	###	"RelationshipWithPersonIsMotherInLaw": "Äiti"	###	"RelationshipWithPersonIsMotherInLaw": "Svigermor til"	###	"RelationshipWithPersonIsMotherInLaw": "Suegra"	###	"RelationshipWithPersonIsMotherInLaw": "Sogra para"	###@@@###
"RelationshipWithPersonIsFatherInLaw": "Father-in-law to"	###	"RelationshipWithPersonIsFatherInLaw": "Svärfar till"	###	"RelationshipWithPersonIsFatherInLaw": "Svigerfar til"	###	"RelationshipWithPersonIsFatherInLaw": "Isä"	###	"RelationshipWithPersonIsFatherInLaw": "Svigerfar til"	###	"RelationshipWithPersonIsFatherInLaw": "Suegro"	###	"RelationshipWithPersonIsFatherInLaw": "Sogro para"	###@@@###
